question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
Could use help planning a trip to Page and Havasu Falls ?,TGU,TGUATT,other,help,aid,assist,assistance,true,true,false,false,flase,0,2,0,0,0,0,0,0,0,0,0,0,
How many days should we plan on to explore the city?,TTD,TTDSIG,how,we,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
What activities would you recommend during that time?,TTD,TTDOTH,what,time,time,clip,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the attractions enroute from Albuquerque to Santa Fe ?,TTD,TTDSIG,what,attraction,attraction,attractive_force,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
Any recommendations on what to see and do along that route before heading into Santa Fe ?,TTD,TTDSIG,what,route,path,route,itinerary,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Are there hot air balloon rides in Santa Fe ?,TTD,TTDSPO,other,Fe,iron,Fe,atomic_number_26,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Any suggestions to do for 2 nights 3 days for 6 girls?,TTD,TTDOTH,other,night,night,nighttime,dark,false,true,true,true,flase,0,0,0,0,0,0,1,2,0,2,0,0,   dUL q timePeriod year   dUL q timePeriod year
How is the hiking in the area at that time?,TTD,TTDSPO,how,the,,,,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What things do we definitely need to explore while in the area?,TTD,TTDSIG,what,area,area,country,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What attraction would be good for three teenage boys ?,TTD,TTDSIG,what,good,good,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,1,0,0,
how is the terrain for someone who doesn't hike much?,TTD,TTDSPO,who,terrain,terrain,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
what to see and do along that route before heading into Santa Fe ?,TTD,TTDSIG,what,see,see,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Do I have enough time to cover all attractions?,TGU,TGUOTH,other,I,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Is there any interesting things to do or to see in the area ?,TTD,TTDOTH,other,thing,thing,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Are  there Something interesting on the way ?,TTD,TTDOTH,other,there,,,,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Any suggestion on things we can do in a short time ?,TTD,TTDOTH,other,thing,thing,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What to see in Santa Fe ?,TTD,TTDSIG,what,see,see,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What we can fit in on our first day of driving from Phoenix back home ?,TTD,TTDSIG,what,day,day,twenty-four_hours,solar_day,true,true,false,false,flase,1,0,0,0,0,2,0,0,0,0,0,0,
What would you consider visiting in Santa Fe?,TTD,TTDOTH,what,Fe,iron,Fe,atomic_number_26,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Has anyone done the hikes at Petroglyph National Monument?,TTD,TTDSPO,other,Monument,memorial,monument,none,true,true,false,false,flase,0,0,3,0,0,0,0,0,0,0,0,0,
Which of hikes would the be the best to visit?,TTD,TTDSPO,which,the,,,,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Where you can really see the stars with just your eyes?,TTD,TTDSIG,where,star,star,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are people's favorites in Santa Fe area?,TTD,TTDSIG,what,favorite,favorite,favourite,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Are there any other gardens to see besides the SF Botanical Garden in the SF-Taos area?,TTD,TTDSIG,other,Garden,garden,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Any places for hot tub soaking in Las Cruces?,TTD,TTDSPA,other,place,topographic_point,place,spot,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What would you recommend Angel Fire NM or Red River NM for first time skiing ?,TTD,TTDSPO,what,skiing,skiing,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,1,
Is hiking a good idea in winter?,TTD,TTDSPO,other,idea,idea,thought,none,false,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,
Are there hiking spots in both Santa Fe and Tao ?,TTD,TTDSPO,other,Fe,iron,Fe,atomic_number_26,true,true,false,false,flase,2,1,0,0,0,0,0,0,0,0,0,0,  
Can you recommend which hike is better geared towards teenagers?,TTD,TTDSPO,which,teenager,adolescent,stripling,teenager,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Are the hot springs easily accessible?,TTD,TTDSIG,other,accessible,accessible,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,1,0,
What are some good hiking trails in the Taos ?,TTD,TTDSPO,what,hiking,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0, administrativeDistrict area center city countySeat district geographicalArea location municipality object physicalEntity region seat site town tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInNewMexico wikicatCountySeatsInNewMexico wikicatPopulatedPlacesInTaosCounty wikicatTownsInNewMexico
What are some good hiking trails in the Taos area for a rugged day hike?,TTD,TTDSPO,what,hiking,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,1,0,0,0,0, administrativeDistrict area center city countySeat district geographicalArea location municipality object physicalEntity region seat site town tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInNewMexico wikicatCountySeatsInNewMexico wikicatPopulatedPlacesInTaosCounty wikicatTownsInNewMexico
Are there any attractions on the way worth stopping at?,TTD,TTDSIG,other,way,manner,mode,style,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Where we will likely do fishing?,TTD,TTDSPO,where,fishing,fishing,sportfishing,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Anyone know about smaller lakes east of angel fire ?,TGU,TGUATT,other,know,know,cognize,cognise,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the best hikes in both areas?,TTD,TTDSPO,what,hike,hike,tramp,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Where would be a good fishing area?,TTD,TTDSPO,where,area,area,country,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Is there is good hiking nearby that won't involve snow?,TTD,TTDSPO,other,be,be,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Any advice on which  to do in the 2 days?,TTD,TTDSIG,which,advice,advice,none,none,false,true,true,true,flase,0,0,0,0,0,0,0,3,0,0,0,0,
Do you recommend the snow mobiling offered through AF resort?,TTD,TTDSPO,other,resort,resort,resort_hotel,holiday_resort,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the recommended shops in Red River,TTD,TTDSHP,what,shop,shop,store,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What are the recommended attractions in Red River?,TTD,TTDSIG,what,attraction,attraction,attractive_force,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Are there recommended day trips ?,TTD,TTDSIG,other,trip,trip,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
What are the recommended music venues in Red River?,ENT,ENTMUS,what,venue,venue,locale,locus,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Can someone give me some reviews on Red River for December ski trip?,TTD,TTDSPO,other,River,river,none,none,true,true,false,false,flase,2,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Can someone give me some reviews on NM for December ski trip ?,TTD,TTDSPO,other,nm,nanometer,nanometre,nm,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
"Can someone give me some reviews on Red River, NM for December ski trip?",TTD,TTDSPO,other,River,river,none,none,true,true,false,false,flase,2,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Is the novice skiers suitable for first timers???,TTD,TTDSPO,other,be,be,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,1,
Where can I do black Friday shopping in Santa Fe?,TTD,TTDSHP,where,Fe,iron,Fe,atomic_number_26,true,true,false,false,flase,2,0,0,0,0,1,0,0,0,0,0,0,   abstraction day measure timeUnit wikicatDaysOfTheWeek
What are the waterpark in New Mexico?,TTD,TTDSPO,what,waterpark,none,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Where to go with our kids to see snow ?,TTD,TTDSIG,where,go,travel,go,move,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What other things should we look into in Albq?,TTD,TTDSIG,what,Albq,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Any suggestions for potential itineraries in Carmel Monterey Santa Barbara ?,TTD,TTDOTH,other,itinerary,path,route,itinerary,true,true,false,false,flase,4,0,0,0,0,0,0,0,0,0,0,0,
What would you recommend for a one itinerary to be?,TTD,TTDOTH,what,itinerary,path,route,itinerary,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,1,0,0,
What to see in east out of Yosemite?,TTD,TTDSIG,what,see,see,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Which is better Yosemite or Sequoia?,ACM,ACMOTH,which,Yosemite,Yosemite,Yosemite_Falls,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Is it worth travelling all the way to Yosemite or is Sequoia National Park equally as spectacular?,TTD,TTDSIG,other,worth,deserving,meriting,worth,true,true,false,false,flase,4,0,0,0,0,0,0,0,0,0,0,0,
Can anyone recommend somewhere nice to visit?,TTD,TTDSIG,where,anyone,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Which is the best Fresno or Visalia?,TTD,TTDSIG,which,best,best,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
"Anywhere worth seeing on the way to SF?,",TTD,TTDSIG,where,worth,deserving,meriting,worth,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Are Crystal Caves worth the time?,TTD,TTDSIG,other,Caves,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the other must-do things?,TTD,TTDOTH,what,thing,thing,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
where to stop when coming back ?,TGU,TGUOTH,when,stop,stop,halt,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What would you recommend we must see or do while we are there?,TTD,TTDSIG,what,you,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What would you recommend we must see while we are there?,TTD,TTDSIG,what,you,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What would you recommend we must do while we are there?,TTD,TTDOTH,what,you,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the best museums and Science Centres for kids in CA?,TTD,TTDSIG,what,museum,museum,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0, abbreviation abstraction form languageUnit part relation word wikicatAbbreviations
What are the best places to visit in California ?,TTD,TTDSIG,what,place,topographic_point,place,spot,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace location administrativeDistrict district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheUnitedStates
I would like to know what are the best places to visit ?,TTD,TTDSIG,what,place,topographic_point,place,spot,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
what can you  do in the Yosemite park in February?,TTD,TTDOTH,what,park,park,parkland,none,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What are some fun things to do over Memorial Day Weekend?,TTD,TTDOTH,what,thing,thing,none,none,true,true,false,false,flase,0,0,0,0,0,3,0,0,0,0,0,0,
"Which is best for casual sightseeing, walking around ?",TTD,TTDSIG,which,best,best,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Which area is best for shopping ?,TTD,TTDSHP,which,best,best,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Could anyone give us some suggestion where we can go for a short vacation ?,TTD,TTDSIG,where,vacation,vacation,holiday,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
"What else is there to do in PM, besides eat at a restaurant?",TTD,TTDOTH,what,PM,autopsy,necropsy,postmortem,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Are there any nice beaches to visit between Houston and Galveston?,TTD,TTDSIG,other,Houston,Houston,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location abstraction administrativeDistrict area capital center city countySeat district educationalInstitution geographicalArea gradeSchool group institution location municipality object organization physicalEntity preparatorySchool privateSchool region school seat secondarySchool site socialGroup tract urbanArea yagoGeoEntity yagoLegalActor yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsOfFormerNations wikicatCitiesInFortBendCounty wikicatCitiesInHarrisCounty wikicatCitiesInMontgomeryCounty wikicatCitiesInTexas wikicatCountySeatsInTexas wikicatPopulatedCoastalPlacesInTexas wikicatPopulatedPlacesEstablishedIn wikicatPopulatedPlacesInTheUnitedStatesWithHispanicPluralityPopulations wikicatPortCities wikicatPortCitiesAndTownsOfTheUnitedStatesGulfCoast wikicatPreparatorySchoolsInTexas wikicatPrivateElementarySchoolsInTexas wikicatPrivateMiddleSchoolsInTexas wikicatPrivateSchoolsInHouston
"Can anyone recommend any good flea markets, junk shops, antiques shops, etc?",TTD,TTDSHP,other,anyone,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How many days to stay in South Padre Island ?,ACM,ACMOTH,how,stay,stay,remain,rest,true,true,false,false,flase,3,0,0,0,0,0,0,1,0,0,0,0,
What is the best beach in Texas?,TTD,TTDSIG,what,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace administrativeDistrict district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatConfederateStatesOfAmerica wikicatSouthernUnitedStates wikicatSouthwesternUnitedStates wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheConfederateStatesOfAmerica wikicatStatesOfTheUnitedStates
Where can we do Crab Fishing in Galveston ?,TTD,TTDSPO,where,Galveston,Galveston,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Where can I find seashells in Galveston?,TTD,TTDSIG,where,Galveston,Galveston,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
"Anything that someone who lives there finds a ""must"" see or do.",TTD,TTDSIG,who,see,see,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the Places to visit outside of NYC?,TTD,TTDSIG,what,Places,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How many days should we stay in NF?,ACM,ACMOTH,how,nf,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
Which areas good to have a tour?,TGU,TGUATT,which,tour,tour,circuit,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Am I crazy to consider Niagara Falls in December?,TTD,TTDSIG,other,crazy,brainsick,crazy,demented,true,true,false,false,flase,2,0,0,0,0,2,0,0,0,0,0,0,
how much time did you get in disneyland?,TTD,TTDSIG,how,disneyland,Disneyland,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
how good are falls in April ?,TTD,TTDSIG,how,fall,fall,none,none,true,true,false,false,flase,0,0,0,0,0,3,0,0,0,0,0,0,
What is the volume of water like going over the falls in April ?,TTD,TTDSIG,what,volume,volume,none,none,true,true,false,false,flase,0,0,0,0,0,4,0,0,0,0,0,0,
When is the best time to visit Niagara falls?,TGU,TGUOTH,when,time,time,clip,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Need Ideas for Relaxing Trip to Hudson River Valley ?,TTD,TTDOTH,other,idea,idea,thought,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
"can anyone tell me if the upper trail at Treman State Park in Ithaca, NY is completely open",TTD,TTDSPO,other,I,none,none,none,true,true,false,false,flase,5,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location populatedPlace location administrativeDistrict city district geographicalArea island land location municipality object physicalEntity region site state tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAncientGreekCities wikicatArchaeologicalSitesInGreece wikicatIonianIslands wikicatIslandsOfGreece wikicatLocationsInTheIliad wikicatMediterraneanPortCitiesAndTownsInGreece wikicatMunicipalitiesOfTheIonianIslands wikicatPlacesVisitedByOdysseusInOdyssey wikicatPopulatedPlacesInTheIonianIslands wikicatProvincesOfGreece
Which is better for swimming Finer lake or Lake George ?,TTD,TTDOTH,which,better,better,none,none,true,true,false,false,flase,0,2,0,0,0,0,0,0,0,0,0,0,
which would be the closest lake to NY ?,TGU,TGUATT,which,lake,lake,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the best beaches in hampton?,TTD,TTDSIG,what,beach,beach,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What can we do in hampton on a labour day?,TTD,TTDOTH,what,hampton,Hampton,Lionel_Hampton,none,false,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
How to pass time in New York ?,TTD,TTDSIG,how,time,time,clip,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
what to do in orlando ?,TTD,TTDOTH,what,do,make,do,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
what to do in orlando except visiting parks ?,TTD,TTDOTH,what,do,make,do,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the things to do with kids (when on a budget) in Fort Lauderdale ?,TTD,TTDOTH,what,thing,thing,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Can anyone else tell me more about this alligator park ?,TGU,TGUATT,other,park,park,parkland,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Where is the zoo in Fort Lauderdale?,TTD,TTDSIG,where,zoo,menagerie,zoo,zoological_garden,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
"Where to go fort L, Hollywood, Sunny Isle or Bal Harbor?",TTD,TTDSIG,where,l,liter,litre,l,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict area district geographicalArea location object physicalEntity region section site tract vicinity yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatFilmProductionDistricts wikicatNeighborhoodsInLosAngeles wikicatPopulatedPlacesEstablishedIn
Where can I find lazy rivers in FL?,TTD,TTDSIG,where,fl,Florida,Sunshine_State,Everglade_State,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What is the best family beach in Orlando?,TTD,TTDSIG,what,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What are the best beaches in Florida?,TTD,TTDSIG,what,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace administrativeDistrict district land location object peninsula physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatConfederateStatesOfAmerica wikicatPeninsulasOfNorthAmerica wikicatPeninsulasOfTheUnitedStates wikicatSoutheasternUnitedStates wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheConfederateStatesOfAmerica wikicatStatesOfTheUnitedStates
What is a good beach to visit that is a reasonable distance (2 hours) from Orlando?,TTD,TTDSIG,what,beach,beach,none,none,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,
What are the adult things to do (have no children) in Orlando ?,TTD,TTDOTH,what,thing,thing,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What is the best beach in Florida?,TTD,TTDSIG,what,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace administrativeDistrict district land location object peninsula physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatConfederateStatesOfAmerica wikicatPeninsulasOfNorthAmerica wikicatPeninsulasOfTheUnitedStates wikicatSoutheasternUnitedStates wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheConfederateStatesOfAmerica wikicatStatesOfTheUnitedStates
Can finish seeing Kennedy Space Center in One day?,TTD,TTDSIG,other,Center,center,centre,middle,true,true,false,false,flase,0,0,3,0,0,0,0,2,0,0,0,0,
Which is the best beach to try Clearwater beach or Madeira ?,TTD,TTDSIG,which,beach,beach,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0, administrativeDistrict area center city countySeat district geographicalArea location municipality object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInFlorida wikicatCitiesInTheUnitedStates wikicatCountySeatsInFlorida wikicatPopulatedCoastalPlacesInFlorida wikicatPopulatedPlacesEstablishedIn   q q administrativeRegion populatedPlace region administrativeArea place place location jurisdiction country mountain populatedPlace location abstraction administrativeDistrict amorphousShape archipelago attribute crack district geographicalArea island land location object opening physicalEntity region region shape site space tract vent yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchipelagoesOfTheAtlanticOcean wikicatAutonomousRegionsOfPortugal wikicatIntegralOverseasTerritories wikicatIslands wikicatIslandsOfMacaronesia wikicatIslandsOfPortugal wikicatIslandsOfTheAutonomousRegionOfMadeira wikicatNUTS wikicatOutermostRegionsOfTheEuropeanUnion wikicatVolcanicIslands wikicatVolcanoesOfPortugal wikicatVolcanoesOfTheAtlanticOcean wikicatWineRegionsOfPortugal wikicatWorldHeritageSitesInPortugal
Where can I do topless sunbathing in Key West ?,TTD,TTDOTH,where,West,West,Occident,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What is the best family beach near Orlando ?,TTD,TTDSIG,what,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What are the things to do in Orlando ?,TTD,TTDOTH,what,thing,thing,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Any recommendations on Theme park tickets ?,TTD,TTDSIG,other,ticket,ticket,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the worth seeing attractions near Miami ?,TTD,TTDSIG,what,worth,deserving,meriting,worth,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city administrativeDistrict area center city countySeat district geographicPoint geographicalArea location municipality object physicalEntity point port region seat site town tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInFlorida wikicatCitiesInMiami wikicatCountySeatsInFlorida wikicatPopulatedCoastalPlacesInFloridaOnTheAtlanticOcean wikicatPopulatedPlacesEstablishedIn wikicatPopulatedPlacesInMiami wikicatPortCities wikicatPortCitiesAndTownsOfTheUnitedStatesAtlanticCoast wikicatPortCitiesInFlorida wikicatPortsAndHarborsOfTheUnitedStates wikicatSpaTowns
What is there to do with kids around that time of the year?,TTD,TTDOTH,what,kid,child,kid,youngster,false,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
How is Sunset Sailing ?,TRS,TRSCRS,how,Sailing,seafaring,navigation,sailing,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What to do between cruise arrival and flight departure ?,TGU,TGUAPT,what,do,make,do,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
what to do or see in Orlando or cape Canaveral and be at the airport by 7pm ?,TTD,TTDSIG,what,do,make,do,none,true,true,true,true,flase,1,0,0,0,0,0,1,0,0,0,0,0,
Is Wyndham Garden Lake  within walking distance to Downtown Disney?,TTD,TTDSIG,other,Lake,lake,none,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
What is the best place to buy discounted WDW 3 days tickets ?,TTD,TTDSIG,what,place,topographic_point,place,spot,true,true,true,true,flase,0,0,1,0,0,0,0,2,0,0,0,0,
Which is the best beach Clearwater beach area or Anna Maria Island??,TTD,TTDSIG,which,beach,beach,none,none,true,true,false,false,flase,4,0,0,0,0,0,0,0,0,0,0,0, administrativeDistrict area center city countySeat district geographicalArea location municipality object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInFlorida wikicatCitiesInTheUnitedStates wikicatCountySeatsInFlorida wikicatPopulatedCoastalPlacesInFlorida wikicatPopulatedPlacesEstablishedIn
Are children allowed to wear wet suits in water parks?,TGU,TGURUL,other,child,child,kid,youngster,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How to kill the time for a half a day in Lauderdale area?,TTD,TTDOTH,how,time,time,clip,none,true,true,false,false,flase,1,0,0,0,0,0,0,2,0,0,0,0, wgs area location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatLieutenancyAreasOfScotland
Are their any free or cheap activities in FLL?,TTD,TTDOTH,other,they,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Can anyone else tell me more about this alligator park or is this the Zoo?,TTD,TTDSIG,other,park,park,parkland,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
how long do you recommend spending in Orlando?,TGU,TGUATT,how,Orlando,Orlando,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What are the hotels with nice waterslides ?,ACM,ACMHOT,what,hotel,hotel,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What is a good beach to visit that is a reasonable distance (2 hours) from Orlando?,TTD,TTDSIG,what,beach,beach,none,none,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,
What are the non-theme park ideas for adults???,TTD,TTDSIG,what,idea,idea,thought,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the new year discounts in Disneyland ?,ENT,ENTOTH,what,discount,discount,price_reduction,deduction,true,true,false,false,flase,1,0,0,0,0,2,0,0,0,0,0,0, wgs administrativeDistrict amusementPark district geographicalArea landmark location nationalPark object park park physicalEntity point position region tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAmusementParksInCalifornia wikicatLandmarksInCalifornia wikicatNationalParksInCalifornia wikicatUnitedStates wikicatWaltDisneyParksAndResorts
